,x,y
0,422.2369155685589,175.0
1,427.39767313734615,183.52890578115623
2,432.47610172947344,192.15983196639328
3,437.4325953942291,200.83156631326264
4,442.2873760291199,209.58491698339668
5,447.02548170857136,218.3994798959792
6,451.6333225004534,227.25485097019404
7,456.12896431257457,236.19183836767354
8,460.49842116511036,245.19003800760152
9,464.738478511437,254.249449889978
10,468.8458999372667,263.370074014803
11,472.81742716064764,272.5519103820764
0,49.0,627.7916405374591
1,58.811762352470495,629.6035196533167
2,68.71454290858172,631.0264372533959
3,78.65373074614924,632.044692726296
4,88.64752950590119,632.6545068296692
5,98.64132826565313,632.8491504075267
6,108.63512702540508,632.6286234598685
7,118.61072214442889,631.9944613320876
8,128.5499099819964,630.9512160266246
9,138.45269053810762,629.5034001318305
0,65.87453230231979,347.0
1,69.18446952049428,356.43108621724343
2,72.49595127306827,365.8665733146629
0,533.567642369363,294.0
1,532.5908325343056,303.9433886777355
2,531.6140226992482,313.8867773554711
3,530.6359748289118,323.84276855371075
4,529.6579269585753,333.7987597519504
5,528.6811171235179,343.7421484296859
6,527.7030692531815,353.69813962792557
0,103.02931363203048,291.0
1,108.84643291861418,299.124024804961
2,114.67100050133952,307.25845169033806
3,120.49184393599405,315.3876775355071
0,418.1678737829046,327.0
1,423.7534313062042,335.26605321064216
2,429.3297422853347,343.5747149429886
3,434.87735171795,351.8975795159032
4,440.3960637012212,360.23464692938586
5,445.8856819980149,368.58591718343666
6,451.3552476695588,376.9655931186237
7,456.7951945726412,385.3594718943789
8,462.2053251329074,393.76755351070216
0,19.0,83.4840644133188
1,28.12982596519304,87.54895421758175
2,37.26665333066613,91.61696126862712
3,46.396479295859166,95.68185107289008
0,248.0,634.956026889198
1,257.9707941588318,635.5003296301356
2,267.95519103820766,636.0453749396148
3,277.93958791758354,636.5904202490939
4,287.9239847969594,637.1354655585731
5,297.90838167633524,637.6805108680522
6,307.8927785557111,638.2255561775313
0,153.0,67.2272024729521
1,161.0656131226245,73.1324280312013
2,169.13122624524905,79.03765358945051
0,465.0,653.0
1,474.6979395879176,655.4244848969794
0,647.3691828508611,255.0
1,652.1647016468153,263.76555311062214
2,656.9665679196667,272.54270854170835
3,661.7652604540696,281.3140628125625
0,746.5111111111111,26.0
1,747.0928807983819,35.97319463892779
2,747.6755373296882,45.96159231846369
3,748.2577504389767,55.94238847769554
0,364.88550840672536,260.0
1,371.3251374053834,267.64552910582114
2,377.76476640404144,275.29105821164234
0,556.0,194.49302325581397
1,565.2518503700741,198.27624113970086
2,574.5087017403481,202.06150400622764
0,919.2279480900296,40.0
1,919.6908178537682,49.970794158831765
2,920.1549505636563,59.968793758751744
3,920.6184518004695,69.95319063812762
4,921.0819530372828,79.93758751750349
5,921.5460857471708,89.93558711742348
6,922.009586983984,99.91998399679936
0,93.0,111.68629133922678
1,101.10162032406481,117.51178685234495
2,109.22324464892978,123.35166630500167
3,117.34486897379476,129.19154575765842
4,125.44648929785957,135.0170412707766
5,133.56811362272455,140.8569207234333
6,141.68973794758952,146.69680017609005
7,149.8113622724545,152.53667962874675
8,157.93298659731948,158.3765590814035
9,166.05461092218445,164.21643853406022
10,174.17623524704942,170.05631798671695
11,182.2978595719144,175.89619743937368
12,190.3994798959792,181.72169295249182
0,270.0,33.14841972554511
1,279.8623724744949,34.778248129470605
2,289.7115423084617,36.49470220120334
3,299.5475095019004,38.29742504523229
0,437.1859260137562,59.0
1,445.6317561794187,64.32186437287457
2,451.7826361669123,72.03100620124025
0,339.4799972252777,313.0
1,345.50567772679904,320.9631926385277
2,351.5410458175511,328.9391878375675
3,357.57641390830315,336.91518303660735
4,363.6020944098245,344.87837567513503
5,369.63746250057653,352.85437087417483
6,375.6728305913286,360.83036607321463
7,381.70819868208065,368.80636127225443
8,387.7435667728327,376.78235647129424
0,84.0,267.10815028491743
1,92.70234046809362,272.0228626495106
2,100.9489897979596,277.66699564001755
0,679.1626141838614,361.0
1,679.6804729618,370.97699539907984
2,679.2492236016403,380.96659331866374
0,655.8761358625637,380.0
1,654.9498786187642,389.9469893978796
2,654.419092962868,399.9299859971994
3,654.2879766546691,409.93098619723946
4,654.5574246435781,419.9229845969194
0,593.0999999999985,412.0
1,591.4347543043341,421.71474294858973
0,400.1586953062854,281.0
1,405.18185153439117,289.6405281056211
2,410.64742059354217,298.00960192038406
0,659.3745173745174,121.0
1,665.4073780006967,128.9719943988798
2,671.440238626876,136.94398879775954
0,213.51930080116534,292.0
1,211.68759287181547,301.8239647929586
2,209.85476600054173,311.6539307861572
3,208.021939129268,321.48389677935586
0,194.0,102.70769230769233
1,202.3386677335467,108.22404173142323
0,335.0,174.11666666666667
1,343.0616123224645,180.02851570314064
0,837.4880095923261,201.0
1,836.1930292533326,210.90838167633527
2,834.8965848325539,220.82796559311862
0,231.0,370.3623978201635
1,239.92678535707142,374.8622759974338
0,154.0,465.4
0,594.7317708333334,213.0
1,599.7859066604988,221.625725145029
0,350.18879310344823,50.0
1,352.5737373336736,59.70714142828565
0,409.0,652.37499999998
1,418.84036807361474,653.786768136491
2,428.5355071014203,651.564967541578
0,385.0,110.60135135135138
1,392.3964792958592,117.32315179252075
2,399.7963592718544,124.04804271665151
0,378.0875644430558,241.0
1,383.5543299723841,249.3624724944989
2,389.0284186973311,257.7361472294459
3,394.49884582446873,266.1042208441688
0,330.0,155.0
0,103.0,446.5
0,624.0,244.49753694581284
1,632.0602120424085,250.41365317398453
0,167.0,548.238209817132
1,175.07281456291258,553.4247969719004
0,821.0,146.0
