,x,y
0,132.0,186.42552235916162
1,139.57831566313263,179.9265561611477
2,147.15663132626526,173.42758996313378
3,154.75955191038207,166.90752322551594
4,162.3378675735147,160.408557027502
5,169.94078815763152,153.88849028988417
6,177.51910382076414,147.38952409187024
7,185.122024404881,140.86945735425238
8,192.70034006801362,134.37049115623844
9,200.30326065213043,127.85042441862058
10,207.88157631526306,121.35145822060667
11,215.48449689937988,114.8313914829888
12,223.0628125625125,108.3324252849749
13,230.66573314662935,101.81235854735701
14,238.24404880976198,95.3133923493431
15,245.8469693938788,88.79332561172524
16,253.42528505701142,82.29435941371133
0,21.0,295.1754286941908
1,28.335067013402682,288.40737616206457
2,35.670134026805364,281.63932362993836
3,43.02580516103221,274.8522597142949
4,50.38147629525905,268.0651957986515
5,57.716543308661734,261.2971432665252
6,65.07221444288858,254.51007935088177
7,72.42788557711543,247.7230154352383
8,79.78355671134227,240.93595151959485
9,87.11862372474495,234.16789898746862
10,94.4742948589718,227.38083507182517
11,101.82996599319864,220.59377115618173
12,109.16503300660132,213.82571862405547
13,116.52070414082817,207.03865470841203
14,123.87637527505501,200.25159079276858
0,30.0,406.3026648516963
1,37.14382876575315,399.4161822849081
2,44.2876575315063,392.52969971811984
3,51.50590118023605,385.57148295792757
4,58.72414482896579,378.61326619773536
5,65.94238847769554,371.6550494375431
6,73.08621724344869,364.76856687075485
7,80.30446089217844,357.8103501105626
8,87.52270454090818,350.8521333503703
9,94.74094818963793,343.89391659017804
10,101.88477695539108,337.00743402338986
11,109.10302060412083,330.0492172631976
12,116.32126425285057,323.0910005030053
13,123.53950790158032,316.13278374281305
14,130.68333666733346,309.2463011760249
15,137.90158031606322,302.2880844158326
16,145.11982396479294,295.3298676556403
17,152.3380676135227,288.37165089544806
18,159.48189637927587,281.4851683286598
19,166.7001400280056,274.5269515684676
20,173.91838367673535,267.56873480827534
21,181.1366273254651,260.61051804808307
22,188.28045609121824,253.72403548129486
23,195.498699739948,246.7658187211026
24,202.71694338867775,239.80760196091032
25,209.93518703740747,232.84938520071807
26,217.07901580316064,225.96290263392984
27,224.29725945189037,219.0046858737376
28,231.51550310062012,212.04646911354533
29,238.73374674934988,205.08825235335308
30,245.87757551510302,198.20176978656485
31,253.09581916383277,191.2435530263726
32,260.3140628125625,184.28533626618037
33,267.53230646129225,177.3271195059881
34,274.6761352270454,170.44063693919986
35,281.89437887577515,163.4824201790076
36,289.1126225245049,156.52420341881532
37,296.33086617323465,149.56598665862305
38,303.4746949389878,142.67950409183487
39,310.69293858771755,135.7212873316426
40,317.9111822364473,128.76307057145033
41,325.12942588517706,121.80485381125806
42,332.2732546509302,114.91837124446988
43,339.49149829965995,107.96015448427761
44,346.7097419483897,101.00193772408534
45,353.9279855971194,94.04372096389312
46,361.0718143628726,87.15723839710483
47,368.2900580116023,80.19902163691262
48,375.50830166033205,73.24080487672035
49,382.7265453090618,66.28258811652807
50,389.87037407481495,59.3961055497399
51,397.0886177235447,52.43788878954763
0,833.0213665275178,367.0
1,829.2980933713924,376.25305061012205
2,825.565805026027,385.5285057011402
3,821.8335166806615,394.8039607921584
4,818.1012283352961,404.07941588317664
5,814.3689399899306,413.35487097419485
6,810.6366516445652,422.630326065213
7,806.8953481099597,431.9281856371274
8,803.1630597645943,441.2036407281456
9,799.4307714192289,450.47909581916383
10,795.6984830738634,459.75455091018205
11,791.966194728498,469.03000600120026
12,788.2339063831325,478.3054610922185
0,909.2187229658238,111.0
1,907.465603311459,120.79215843168633
2,905.5978511143638,130.622124424885
3,903.6220273463485,140.45209041808363
4,901.5545744340632,150.20644128825765
5,899.3807061956428,159.96079215843167
6,897.1004226310873,169.71514302860572
7,894.7231799431972,179.43168633726745
8,892.2502107234102,189.11042208441688
9,889.6724696327382,198.7891578315663
10,887.0006390706516,208.43008601720345
11,884.2359420364369,218.03320664132826
12,881.3795967333048,227.59851970394078
13,878.4209207617846,237.1638327665533
14,875.3722143975269,246.69133826765352
15,872.2346862515913,256.18103620724145
16,869.0095401389613,265.632926585317
17,865.6844757839864,275.08481696339265
18,862.287289523031,284.4610922184437
19,858.7917773168408,293.83736747349474
0,281.0,47.43090128755367
1,288.9017803560712,41.31126066415004
2,296.8073614722945,35.18867649066294
0,928.8430875575987,553.0
1,926.3964315762578,562.6539307861573
0,823.1114978284078,561.0
1,823.7491907579246,570.9541908381676
2,823.7698668916636,580.9665933186637
3,823.1715219698691,590.9401880376075
4,821.9643279449095,600.8555711142228
5,820.163184578951,610.6933386677335
6,817.7929554880735,620.4146829365873
7,814.8876699730275,629.9807961592319
8,811.482595724333,639.372274454891
9,807.6082881417987,648.5891178235647
10,803.3045346272876,657.6119223844769
0,688.0,498.1428571429369
1,697.877175435087,497.7873206018703
0,922.1837853209586,382.0
1,923.3226454137548,391.92838567713545
2,924.461505506551,401.85677135427085
3,925.601375227089,411.79395879175837
4,926.741244947627,421.73114622924584
0,927.1181066176471,228.0
1,922.9284554980849,237.06681336267255
2,918.7319641317969,246.14842968593717
3,914.5388928888718,255.2226445289058
4,910.3424015225839,264.30426085217044
0,412.0,62.77929767252908
1,419.90558111622323,56.682472816924474
2,428.94498899779956,52.48108423747044
0,878.2557335322731,472.0
1,874.0723119200763,481.07381476295257
2,869.6191998686373,490.0216043208642
3,864.910150952104,498.84336867373474
4,859.9587250323121,507.5391078215643
5,854.7894844998904,516.0908181636328
0,877.4,511.0
1,876.1600020004,520.9199839967994
0,214.0,23.03915446417045
1,221.57171434286857,29.532911172968852
2,230.41648329665932,34.129932442605195
3,240.26045209041808,35.459729105218
4,249.874974994999,32.907909319802684
0,711.3192357234865,622.0
1,709.1118556472136,631.7459491898379
2,706.9031163467558,641.497899579916
3,704.6930178221131,651.255851170234
0,875.585696670777,347.0
1,868.9052464006983,354.4318863772755
2,862.2204805942695,361.8685737147429
3,855.5357147878406,369.3052610522104
0,910.0,593.8269230769147
1,919.9517903580717,593.5712712156037
2,929.4246849369874,590.4527968382936
0,875.0,644.5608798114691
1,883.9249849969995,640.0598268907514
2,892.8499699939988,635.5587739700338
0,59.086008961145126,590.0
1,53.948034611166804,598.2056411282257
2,58.902534715714864,606.500900180036
3,67.37416813939126,611.7827565513103
4,76.52597435583084,615.7763552710542
0,88.0,75.02990430622009
1,97.93438687737547,73.92476318230153
2,107.86877375475095,72.81962205838298
3,117.80936187237447,71.71379108357557
0,773.8237585199611,529.0
1,771.4643333730037,538.7119423884777
2,769.1036932800387,548.4288857771554
0,630.5093233883858,516.0
1,624.6264781992094,524.0776155231047
2,618.7378055259428,532.1632326465293
0,148.0,199.0
