,x,y
0,882.0,654.2296087753314
1,891.3798759751951,650.7948965480329
2,900.7687537507502,647.3568880518023
3,910.1576315263053,643.9188795555717
4,919.5555111022204,640.4775747904089
0,753.0,545.0267289682829
1,761.5567113422685,539.9155041676938
2,770.1424284856971,534.7869531813399
3,778.7281456291258,529.6584021949861
4,787.3138627725546,524.5298512086322
5,795.8995799159832,519.4013002222783
6,804.4852970594119,514.2727492359245
7,813.0710142028406,509.1441982495706
8,821.6567313462692,504.01564726321675
9,830.242448489698,498.88709627686285
10,838.8281656331267,493.75854529050895
11,847.4138827765553,488.62999430415516
12,855.999599919984,483.50144331780126
13,864.5853170634127,478.37289233144736
14,873.1710342068413,473.2443413450935
15,881.7567513502701,468.1157903587397
16,890.3424684936988,462.98723937238583
0,634.0,652.7997184090109
1,643.9649929985998,652.0210389138722
2,653.9353870774155,651.2419373702265
0,552.0,659.0549200608004
1,560.8117623524705,654.3521719199994
2,569.6335267053411,649.6440858130908
3,578.4552910582116,644.9359997061822
4,587.2770554110822,640.2279135992735
5,596.0988197639527,635.519827492365
0,593.0,653.8711340206187
1,602.9079815963192,652.5432601984315
0,833.0,548.0831387137077
1,837.5417083416684,539.1895499183811
2,842.9283856771355,530.7858693986418
3,849.74574914983,523.486398643774
4,858.7715543108621,519.5563465561572
5,868.1622324464893,522.4022540512924
6,875.3156631326265,529.3157382732461
7,880.9135827165433,537.5881882852154
0,723.0,583.9671499415647
1,732.9659931986397,583.2569796690946
2,742.9413882776555,582.5461394246694
3,752.9167833566713,581.8352991802441
4,762.8921784356871,581.1244589358188
0,712.0,653.3781318850179
1,721.753150630126,651.280852744695
2,730.9281856371274,647.3472176347341
3,739.3890778155632,642.0351361422272
0,318.0,651.3053435114504
1,327.99439887977593,651.4770030341947
2,337.99319863972795,651.6487381445755
0,270.0,594.7373216280002
1,278.4152830566113,589.3498411822193
2,286.59651930386076,583.6036235649642
3,294.5489097819564,577.537578621304
0,399.0,63.230769230769226
1,408.74154830966194,60.98271962084725
0,930.8000000000001,309.0
1,929.8052410482097,318.94758951790357
0,391.0,104.11827956989245
1,399.7645529105821,99.31191184473454
2,408.53290658131624,94.50345983175129
0,182.81132075471697,542.0
1,184.48484036429926,551.8551710342068
0,326.0,532.0000000000218
1,332.30366073214645,528.4356175895882
0,266.0,425.19672131147536
1,275.7779555911182,427.2805479128612
0,211.0,462.33958273349003
1,220.77795559111823,461.5273526080821
0,645.0,603.9047619047619
1,654.2578515703141,600.1354937654198
2,663.5197039407882,596.3645967288696
0,693.0,574.7772891348504
1,702.8191638327665,573.0685330046672
2,712.0226045209042,569.1912498763677
0,206.0,37.34854641452239
1,215.78195639127824,35.34897412890864
2,225.5879175835167,33.344494917440606
3,235.38187637527506,31.34246916889971
4,245.1758351670334,29.340443420358824
5,254.96979395879174,27.33841767181793
6,264.7757551510302,25.333938460349906
0,267.0,650.4564032697548
1,276.97159431886377,649.8178951866668
2,286.95559111822365,649.1785929392963
3,296.9333866773355,648.539687774067
0,124.0,73.23682014188341
1,133.0270054010802,68.96142370079247
2,142.0632126425285,64.68166905741698
3,151.0994198839768,60.401914414041514
4,160.14482896579315,56.11780156838155
5,169.18103620724145,51.83804692500608
0,305.0,545.0000000000036
1,313.58051610322065,542.539760002408
0,183.0,605.0
0,81.0,526.9095477386957
1,89.0876175235047,526.4298276266202
0,753.0,226.0
0,408.0,649.199999999997
1,417.9859971994399,649.6992998599728
0,86.0,468.81909547738564
1,94.27365473094619,463.7717677954439
0,42.9473684210526,449.0
1,46.722944588917755,458.25625125025005
0,594.0,612.0
0,329.0,552.4058919803601
1,338.96999399879974,553.1238620882933
0,855.9825918761708,453.0
1,853.9024377072856,460.96959391878374
0,307.0,596.3108108108108
1,314.6127225445089,602.7919124365415
0,485.7,586.0
1,489.6104420884177,595.2010402080416
0,664.0,625.0
