,x,y
0,843.0,555.8413527729728
1,852.6979395879176,558.2272369466656
2,862.4118823764753,560.6170582229554
3,872.1098219643928,563.0029423966482
4,881.8237647529506,565.3927636729379
5,891.5377075415083,567.7825849492276
6,901.251650330066,570.1724062255173
7,910.9495899179836,572.5582903992101
8,920.6635327065413,574.9481116754998
0,434.0,163.38367578827766
1,443.0626125225045,159.17716820515892
2,452.1364272854571,154.9654609834949
3,461.20464092818565,150.75635358110353
0,738.0,525.4205619538562
1,747.6787357471494,527.860324349658
2,757.376675335067,530.3049275438641
3,767.0746149229846,532.74953073807
4,776.7725545109022,535.1941339322761
5,786.4704940988198,537.6387371264822
6,796.1684336867373,540.0833403206882
7,805.866373274655,542.5279435148943
8,815.5451090218044,544.9677059106959
9,825.2430486097219,547.4123091049021
0,660.2,411.0
1,659.7008601720344,420.98279655931185
0,743.0,616.4888017917133
1,752.3398679735947,620.0438086497479
2,761.6867373474695,623.6014804304646
3,771.0336067213443,627.1591522111814
0,190.0,218.7643781548719
1,199.44488897779556,215.51736654430695
2,208.83276655331065,212.0976587467444
3,218.1636327265453,208.50874752241026
4,227.4374874974995,204.75410442043614
5,236.6353270654131,200.84544602639494
6,245.7761552310462,196.7786917487302
7,254.84096819363873,192.56626128151743
8,263.8487697539508,188.2032609412446
9,272.78055611122227,183.70280253214455
10,281.6363272654531,179.06931681617738
0,372.0,194.05929678188318
1,381.07921584316864,189.89032431039246
2,390.1666333266653,185.7175858294424
3,399.254050810162,181.54484734849234
4,408.34146829365875,177.37210886754227
0,398.0,498.4160305343511
1,407.2330466093219,502.2396395309596
2,416.4748949789958,506.066893531378
0,295.0,245.71844374234843
1,301.0326065213043,237.7575223699232
2,307.73314662932586,230.35429537232676
3,315.2924584916983,223.82048196872074
4,323.89077815563115,218.73201265037892
5,333.4750950190038,215.99952971713014
6,343.40928185637125,216.43794810293252
0,547.7323441380628,618.0
1,544.7313521928738,627.5307061412283
2,541.7276517711999,637.0700140028006
3,538.723951349526,646.6093218643729
4,535.7202509278522,656.1486297259452
0,910.0,118.68960710029205
1,915.5163032606521,110.37512238229101
2,923.1402280456091,104.03773581733549
3,932.746949389878,104.56793887008098
0,535.0331491713296,295.0
1,532.2883977300771,302.58071614322864
2,523.0189544313762,306.27265453090615
0,64.0,499.3703703703704
1,73.41068213642728,502.73962693773325
2,82.8251650330066,506.11024427107645
0,858.0,649.6097285067873
1,867.7659531906381,651.7418879703541
2,877.5359071814363,653.8749209117841
0,544.980300837057,231.0
1,543.9414061678218,240.9379875975195
2,542.9016750294486,250.88397679535908
3,541.8619438910754,260.82996599319864
4,540.8222127527022,270.7759551910382
0,683.0401639344262,414.0
1,680.5413526967689,423.6779355871174
2,678.0415084656275,433.3598719743949
0,339.0,389.0102780833424
1,348.66913382676535,391.47635421397945
2,358.6407281456291,391.7939548694749
0,30.0,455.1617021276596
1,37.90718143628726,461.22030056401616
0,687.7008890529377,23.0
1,685.0591633380426,32.624124824964994
2,682.4126605422887,42.26565313062613
3,679.7661577465348,51.90718143628726
4,677.119654950781,61.54870974194839
5,674.4683750741683,71.20764152830566
6,671.8218722784144,80.8491698339668
7,669.1753694826605,90.49069813962792
8,666.5288666869066,100.13222644528906
9,663.8823638911526,109.77375475095019
0,495.5598404255319,456.0
1,493.0958291835672,465.6843368673735
2,490.63039283388594,475.374274854971
0,662.5188679245283,136.0
1,660.3987118178352,145.77115423084618
0,403.0,113.67695274831243
1,410.6623324664933,107.2559624750408
2,418.3246649329866,100.83497220176918
0,230.3455011954045,31.0
1,230.18270801192193,40.55631126225245
2,223.33152367016856,47.73614722944589
0,632.8571428571429,255.0
1,630.7625525105021,264.7747549509902
2,628.6679621638614,274.5495099019804
0,516.0,121.92508472567442
1,525.5205041008202,119.08450223421096
0,267.0,94.0
0,562.0,377.0
0,553.0,105.02541308396258
1,562.7731546309262,103.00484861513087
2,572.0688137627526,99.34039143623295
3,580.744348869774,94.38764785993135
0,690.941021276667,372.0
1,687.9012200551952,380.1640328065613
0,368.0,47.58333333333334
1,377.3618723744749,44.07263119290525
0,880.0,630.1428571428571
1,889.2466493298659,633.9405881176235
0,581.0,473.7895356205305
1,590.8135627125425,475.666611569802
2,600.634726945389,477.54514148959964
3,610.4558911782357,479.42367140939734
0,297.07537688433877,455.0
1,302.9177795746473,462.69353870774154
0,353.0,136.9888579603317
0,434.0,102.0
