x_coord	y_coord	score
806	56	0.47149804
810	53	0.4479812
820	43	0.4155728
823	268	0.4151686
814	49	0.40181217
809	282	0.3565615
832	32	0.34714285
824	41	0.342842
818	47	0.3228819
705	377	0.29211572
826	37	0.29117098
356	465	0.27087983
801	288	0.24798998
719	364	0.24603632
353	468	0.21816173
805	284	0.21485457
593	265	0.20035478
825	264	0.19743648
364	461	0.19508651
836	29	0.18526182
629	231	0.18500224
723	360	0.17447904
645	436	0.17049626
813	279	0.17036554
798	403	0.16825405
702	380	0.16689852
708	374	0.1607239
597	262	0.15646836
689	393	0.15489271
804	60	0.15169176
627	236	0.14867654
581	278	0.14613435
715	366	0.13533077
830	36	0.12960681
785	418	0.123928934
527	537	0.12227872
368	458	0.12080863
739	460	0.119672924
774	426	0.10541603
665	196	0.10458431
641	438	0.09833488
776	86	0.09667012
522	543	0.090009004
607	359	0.08590034
797	292	0.08467707
302	505	0.07716796
361	464	0.07516536
563	399	0.07300481
750	448	0.06746712
590	269	0.066877246
478	370	0.06286654
482	368	0.06218326
635	225	0.061279297
519	546	0.057380617
746	451	0.048074424
550	518	0.046779275
819	269	0.04579711
735	462	0.04566267
610	355	0.04559815
742	454	0.042342424
836	254	0.04024735
691	389	0.03934759
779	422	0.039200693
381	554	0.037505835
699	383	0.035176754
410	532	0.032446176
712	372	0.026397854
602	362	0.021100312
787	414	0.017414063
655	426	0.017035782
602	257	0.016231984
780	82	0.015837401
667	412	0.015431792
647	214	0.015015006
656	202	0.012649983
840	25	0.01153326
564	506	0.0076569617
610	467	0.007115811
643	218	0.0069572926
639	223	-0.011288196
434	407	-0.011642039
526	541	-0.014395118
569	288	-0.020231813
317	495	-0.020277292
573	285	-0.022372335
314	498	-0.022634745
566	291	-0.026352316
430	409	-0.026660353
349	473	-0.028128177
612	463	-0.028512657
372	454	-0.036198318
306	503	-0.038905323
698	271	-0.03960982
414	526	-0.04162851
623	238	-0.041753173
794	295	-0.043022454
695	387	-0.047307998
818	273	-0.053622246
632	228	-0.054462105
661	200	-0.054563552
406	533	-0.05536887
650	210	-0.05922526
377	558	-0.06186691
753	445	-0.069049716
615	352	-0.07266942
585	273	-0.081799
550	410	-0.08222389
418	419	-0.091964215
556	514	-0.09754634
606	470	-0.098510355
802	402	-0.10752335
651	429	-0.107780516
833	257	-0.10926768
570	392	-0.11385372
298	509	-0.120524615
790	298	-0.12523139
546	522	-0.13687938
701	268	-0.13814461
829	261	-0.13843095
770	430	-0.13884965
426	413	-0.14043409
514	549	-0.1450159
546	414	-0.1456976
560	510	-0.14698231
731	466	-0.149499
286	517	-0.14994755
797	407	-0.15159008
654	206	-0.15321907
673	189	-0.15568596
577	386	-0.15937859
727	354	-0.16044211
577	282	-0.16352397
755	330	-0.1693812
449	396	-0.17019215
719	359	-0.17425433
567	396	-0.17504588
764	96	-0.1761679
503	452	-0.17732963
422	417	-0.17778149
743	458	-0.17981759
667	192	-0.18117121
914	295	-0.18730126
687	397	-0.19140236
772	90	-0.19588591
621	242	-0.19749354
605	254	-0.20393908
791	413	-0.20697786
360	460	-0.20869511
557	406	-0.2102057
405	429	-0.21076223
694	501	-0.21652779
760	100	-0.22066842
637	442	-0.2274759
546	312	-0.23270127
918	291	-0.2395725
507	449	-0.2403542
751	332	-0.24129242
472	377	-0.24295937
798	64	-0.24562627
416	423	-0.24583565
601	261	-0.24685903
647	432	-0.24715294
759	328	-0.24717042
573	388	-0.2480382
619	457	-0.25501788
279	522	-0.2561525
521	332	-0.25729805
810	48	-0.25729895
442	401	-0.26310104
360	572	-0.2633506
525	330	-0.2641158
310	499	-0.2690546
398	436	-0.26949412
691	504	-0.27227646
529	533	-0.27326632
475	374	-0.2735197
283	520	-0.27441525
730	240	-0.27638492
382	448	-0.2764319
542	415	-0.27888456
732	352	-0.28145793
353	577	-0.28259337
616	460	-0.2828688
466	383	-0.29145962
418	524	-0.29375744
738	455	-0.2951717
744	342	-0.29646537
603	358	-0.2997892
758	442	-0.30609345
559	400	-0.30951908
295	512	-0.31072137
321	494	-0.31123155
568	504	-0.31258208
506	554	-0.3153783
385	552	-0.3209012
821	38	-0.32412493
369	565	-0.32477987
510	551	-0.32609123
580	382	-0.32841796
531	324	-0.33253545
376	452	-0.33321428
704	264	-0.34003454
821	263	-0.34734395
357	576	-0.34789994
768	92	-0.3485057
523	538	-0.35290626
760	438	-0.35342863
622	454	-0.35818467
323	490	-0.3583326
541	419	-0.35990545
626	342	-0.36175144
535	423	-0.36282027
401	433	-0.36315545
835	368	-0.36408126
786	302	-0.3649139
633	446	-0.37587225
726	244	-0.37626284
659	422	-0.37662655
290	515	-0.37820598
663	414	-0.37879586
701	376	-0.37928557
893	315	-0.3813448
824	260	-0.3815362
373	560	-0.38292825
793	409	-0.38306582
550	307	-0.38821816
709	378	-0.39284024
718	251	-0.3950729
405	537	-0.39687872
409	528	-0.39729053
704	373	-0.3978523
740	344	-0.3978773
722	246	-0.40240836
558	299	-0.40257508
700	387	-0.4027201
486	364	-0.4033487
345	476	-0.40674374
784	422	-0.40684232
541	526	-0.4076776
623	346	-0.40970162
706	381	-0.41050392
519	336	-0.4113905
564	295	-0.41175064
597	267	-0.41511878
365	570	-0.41526428
131	434	-0.41898394
815	44	-0.41905954
910	299	-0.41967934
736	350	-0.4200557
810	58	-0.42090347
822	380	-0.4213929
806	163	-0.42526478
728	350	-0.42528597
764	434	-0.42832473
643	213	-0.42891255
230	29	-0.43007642
272	524	-0.43054268
600	366	-0.43650097
797	287	-0.43699226
348	469	-0.43734637
499	453	-0.437838
802	166	-0.4388794
394	438	-0.43903944
59	381	-0.4398318
542	315	-0.44438484
844	26	-0.44566777
846	246	-0.44833815
716	370	-0.4489915
352	464	-0.45039266
438	403	-0.45330474
676	185	-0.45341673
619	350	-0.4589968
723	355	-0.45968655
806	51	-0.46023718
660	196	-0.461396
795	68	-0.4623416
827	33	-0.46329045
840	252	-0.46362084
814	274	-0.46472794
543	411	-0.46610525
695	274	-0.46800902
803	64	-0.47303048
703	384	-0.47356683
513	342	-0.47470188
603	473	-0.4748761
339	478	-0.47705823
599	477	-0.47902736
689	508	-0.48070088
598	258	-0.48435152
149	411	-0.4858514
469	380	-0.48676392
804	280	-0.48681027
607	464	-0.48917735
822	272	-0.4946558
746	338	-0.49559668
754	441	-0.4956648
617	246	-0.4975816
780	418	-0.49814445
581	283	-0.5004103
814	54	-0.50093603
808	278	-0.50178814
376	554	-0.5022607
634	334	-0.50784713
782	303	-0.50794387
614	356	-0.5088393
714	362	-0.5095772
698	498	-0.5110707
148	404	-0.51114607
782	78	-0.5111848
518	541	-0.5123405
725	472	-0.5134155
758	104	-0.5151857
671	408	-0.5167103
778	427	-0.5192246
364	456	-0.519342
829	40	-0.519382
791	179	-0.5216226
787	182	-0.52547926
701	493	-0.52836925
826	378	-0.5285864
790	417	-0.53200924
710	368	-0.53362435
490	361	-0.53717107
628	338	-0.5393581
502	556	-0.54165816
792	175	-0.54298306
386	447	-0.5438217
695	382	-0.54440224
734	235	-0.5445488
60	387	-0.54529625
611	351	-0.54615605
565	510	-0.5463896
518	550	-0.5516348
516	339	-0.55242604
840	30	-0.55333674
791	70	-0.5542289
727	359	-0.55444604
837	33	-0.5556312
889	316	-0.55610013
401	538	-0.55715936
729	470	-0.55969495
883	90	-0.5627576
698	379	-0.56375176
787	76	-0.5650295
422	522	-0.5690331
772	85	-0.5701777
626	241	-0.57144344
815	158	-0.571548
589	274	-0.57228875
817	277	-0.57266915
806	401	-0.5734717
328	488	-0.57460606
749	444	-0.57486314
709	255	-0.5761162
827	257	-0.5765138
817	151	-0.57930076
828	405	-0.5821072
611	459	-0.58335805
715	479	-0.58369607
781	308	-0.5844347
778	311	-0.58478653
793	291	-0.58591044
585	380	-0.5861944
533	532	-0.5890566
741	450	-0.5908436
800	284	-0.59415877
606	258	-0.5953896
130	429	-0.5975505
745	447	-0.5977117
453	395	-0.5978504
305	499	-0.59834814
611	250	-0.59990317
679	401	-0.60156244
685	510	-0.6022455
806	288	-0.60559344
357	469	-0.60580796
529	328	-0.60593057
681	513	-0.60760653
662	419	-0.6084759
640	328	-0.60993075
373	458	-0.61094964
694	392	-0.61216223
636	229	-0.61275566
318	491	-0.6154456
577	277	-0.6155346
854	240	-0.61791074
335	482	-0.61796033
765	100	-0.62104034
800	170	-0.622467
606	354	-0.62251455
471	373	-0.62252724
646	209	-0.6239063
553	407	-0.62654436
817	40	-0.62789357
633	232	-0.6308247
538	321	-0.63497365
82	504	-0.63568556
681	397	-0.63577294
805	397	-0.63610464
642	433	-0.6363034
750	336	-0.6366491
637	437	-0.63890386
55	365	-0.63928103
495	458	-0.6402445
671	193	-0.6402682
655	210	-0.642871
623	448	-0.6436062
775	82	-0.64801794
834	261	-0.6486891
830	141	-0.64994085
768	435	-0.6508413
203	43	-0.6523114
576	495	-0.6534797
462	385	-0.65464306
648	218	-0.65601367
554	303	-0.65624315
775	421	-0.65691185
555	402	-0.65885276
764	325	-0.66197264
708	263	-0.6638169
271	528	-0.6639148
691	277	-0.66460955
639	217	-0.6663341
668	416	-0.6672187
659	205	-0.6680547
642	442	-0.66888285
832	27	-0.67238307
329	596	-0.6744802
331	485	-0.674561
59	375	-0.6746304
703	488	-0.67699695
62	395	-0.68046355
579	378	-0.68180555
802	55	-0.6839253
823	46	-0.6858144
148	398	-0.6876403
539	530	-0.6880994
226	30	-0.69241786
589	264	-0.69674724
223	33	-0.6974577
671	413	-0.69917023
56	371	-0.70174384
770	425	-0.70214856
829	266	-0.7115401
586	376	-0.7134615
313	494	-0.7142956
669	300	-0.7183213
545	418	-0.71867806
840	246	-0.71870786
644	324	-0.72038627
595	481	-0.72241956
101	260	-0.72322977
143	500	-0.7241684
754	449	-0.7250321
785	306	-0.7265957
625	232	-0.7277231
796	171	-0.72787195
109	308	-0.7292632
585	279	-0.73044014
717	475	-0.7309698
474	369	-0.7318773
909	303	-0.7333008
768	87	-0.73405194
650	205	-0.73457843
59	391	-0.735828
390	440	-0.7367968
300	619	-0.7388646
291	511	-0.7392422
774	431	-0.739691
633	440	-0.74183506
141	488	-0.74239516
552	513	-0.7426181
710	259	-0.7427231
636	330	-0.7437494
657	310	-0.74432683
152	414	-0.7449857
457	390	-0.7451859
736	342	-0.7470362
523	547	-0.7472618
527	431	-0.7485913
684	393	-0.7497752
736	466	-0.7505073
562	403	-0.75057507
355	461	-0.7537247
926	284	-0.7544083
895	311	-0.754938
714	252	-0.75519335
573	290	-0.7554699
731	356	-0.75587237
919	295	-0.7565031
295	534	-0.7570227
825	409	-0.7588942
539	424	-0.7598164
895	75	-0.76077086
130	421	-0.7610738
592	261	-0.7662703
614	456	-0.76656234
830	254	-0.7676924
750	453	-0.76789427
368	453	-0.77044666
