x_coord	y_coord	score
257	407	0.22723922
729	108	0.1933417
790	56	0.11535367
771	145	0.113648385
242	481	0.073331
725	104	0.07161203
83	585	0.05926189
657	39	0.043321073
804	65	0.037546933
256	411	0.03206563
786	52	0.028282315
734	111	0.01508528
258	403	0.007415563
245	465	0.0072755814
81	589	-0.0012998283
653	37	-0.006652534
782	48	-0.014887184
241	485	-0.015867025
767	144	-0.020160168
806	70	-0.023590922
793	59	-0.03725621
775	150	-0.04303056
69	657	-0.048047185
778	44	-0.061917305
733	107	-0.06389192
85	573	-0.07760131
257	415	-0.08038482
765	140	-0.08295503
773	257	-0.08546969
75	626	-0.08817813
245	471	-0.09340206
834	94	-0.101599276
75	619	-0.102154285
739	116	-0.108624965
544	44	-0.109286666
87	563	-0.11062449
791	164	-0.113943934
240	489	-0.12092021
743	120	-0.12204039
800	64	-0.12257013
797	169	-0.12642029
660	43	-0.1417661
79	593	-0.15727839
86	567	-0.16381451
87	557	-0.1658994
83	579	-0.16748214
796	62	-0.16896814
314	44	-0.17019501
788	270	-0.17742555
783	156	-0.17957853
719	98	-0.18309185
260	395	-0.19001047
67	665	-0.19152881
780	151	-0.20014605
252	431	-0.20227115
285	251	-0.20848693
790	159	-0.22157836
314	36	-0.22777629
801	171	-0.2284133
747	122	-0.23374599
649	34	-0.23436666
795	165	-0.2396813
923	393	-0.24314843
250	439	-0.24579252
256	419	-0.24649501
250	444	-0.24880737
68	661	-0.2556473
625	119	-0.26559293
536	36	-0.276814
865	231	-0.27704892
818	79	-0.2787472
88	545	-0.27912486
822	81	-0.28112996
783	267	-0.28392407
244	477	-0.28442687
247	461	-0.28498518
270	344	-0.2852804
238	505	-0.28552186
723	100	-0.2857589
88	553	-0.29004753
839	96	-0.2962697
90	541	-0.29951364
74	631	-0.3020677
261	388	-0.3056365
759	132	-0.30916083
812	186	-0.31123498
700	77	-0.314898
777	256	-0.31512353
241	493	-0.31568924
738	112	-0.31583193
254	435	-0.31706563
247	453	-0.31836325
763	136	-0.31948557
860	229	-0.31971392
924	282	-0.3198293
285	246	-0.31993684
76	612	-0.3278081
735	115	-0.33219892
806	179	-0.34214973
92	531	-0.3425063
530	28	-0.3473089
916	274	-0.34760687
90	535	-0.34840396
255	426	-0.35390782
921	389	-0.36017722
532	34	-0.36029357
920	280	-0.3612138
814	77	-0.36489066
775	41	-0.3659907
786	47	-0.36699563
770	141	-0.36792883
842	99	-0.37021986
927	395	-0.37138855
285	257	-0.3757711
670	164	-0.38022238
755	128	-0.38351107
879	352	-0.38486713
828	85	-0.39112115
830	91	-0.392624
268	356	-0.3963593
869	235	-0.39637873
803	176	-0.40063077
668	49	-0.40220067
313	48	-0.4037551
761	245	-0.40499434
790	274	-0.41104677
259	399	-0.41321716
286	239	-0.41410014
315	40	-0.41464522
858	225	-0.41570765
79	606	-0.4173604
540	40	-0.42099616
312	58	-0.42138904
802	69	-0.4220557
730	104	-0.42299184
832	311	-0.4231195
816	185	-0.42398593
290	224	-0.42405328
240	501	-0.42529246
78	616	-0.42658392
75	635	-0.42839664
314	54	-0.43032417
908	268	-0.43042365
770	253	-0.4325906
94	513	-0.43603614
305	117	-0.43807402
912	270	-0.4385162
248	448	-0.4403009
98	489	-0.4409882
767	250	-0.4438503
79	598	-0.4456646
787	162	-0.45028293
654	148	-0.4545288
68	653	-0.45590746
811	70	-0.4580276
892	254	-0.45945176
787	155	-0.46158856
700	191	-0.46265003
869	122	-0.46323958
98	483	-0.46506658
68	669	-0.46538267
873	125	-0.46702403
629	121	-0.46716928
267	351	-0.4677424
288	228	-0.46787786
909	379	-0.47024336
794	55	-0.47210598
713	92	-0.4731929
696	189	-0.48078203
622	116	-0.4821417
271	338	-0.48396468
694	185	-0.4896707
886	250	-0.49130815
751	124	-0.49165308
810	74	-0.50421065
89	549	-0.5042639
100	475	-0.5048109
882	356	-0.505411
678	169	-0.50732124
812	181	-0.5122872
564	63	-0.5136581
743	115	-0.5149168
288	233	-0.52069736
882	246	-0.521675
262	379	-0.5237654
238	511	-0.5239551
793	277	-0.5249676
33	231	-0.52829707
78	602	-0.52850807
868	340	-0.53084344
674	166	-0.5328102
631	127	-0.5337631
792	168	-0.5385961
71	649	-0.5389663
904	266	-0.5390604
246	457	-0.53942305
763	249	-0.5440734
262	384	-0.5458853
779	40	-0.5459037
929	399	-0.5464645
797	58	-0.5479876
848	323	-0.5484781
778	260	-0.55129224
95	506	-0.55223405
704	85	-0.553437
774	37	-0.55509776
844	319	-0.5579511
526	26	-0.5586684
94	523	-0.55883574
862	338	-0.5605619
99	479	-0.5646421
807	175	-0.56585467
95	501	-0.56699973
873	236	-0.5673742
664	47	-0.5724973
72	639	-0.57321024
32	253	-0.57512516
784	271	-0.57519317
781	263	-0.5757276
668	160	-0.57576895
282	284	-0.5800268
775	144	-0.58215714
650	145	-0.58248997
808	66	-0.5829634
32	226	-0.5831788
820	188	-0.58403844
717	94	-0.58526146
843	103	-0.58623695
534	30	-0.5889325
697	74	-0.5894286
645	31	-0.58967626
782	43	-0.5907904
688	177	-0.595638
627	125	-0.5967799
664	158	-0.5975579
305	123	-0.5997461
282	274	-0.6015186
709	85	-0.60228
32	261	-0.6025158
32	236	-0.60282993
876	239	-0.6095716
242	497	-0.6142489
714	201	-0.6164068
266	366	-0.61702037
778	147	-0.6176872
34	222	-0.6195868
733	226	-0.6200299
721	210	-0.62258047
790	51	-0.6239399
244	488	-0.6278933
750	128	-0.63144416
779	155	-0.6325204
817	74	-0.63258094
874	129	-0.6328475
864	227	-0.635046
316	32	-0.63752574
859	334	-0.63833976
86	582	-0.6385881
93	517	-0.64622676
93	527	-0.64957297
655	33	-0.6523159
692	181	-0.65302014
917	388	-0.6533173
896	256	-0.6533778
704	193	-0.6535359
32	248	-0.6591686
654	42	-0.6595018
777	264	-0.66119593
249	435	-0.66371167
704	79	-0.6637878
561	59	-0.6639661
853	111	-0.6656465
97	493	-0.6669508
730	112	-0.6681329
34	211	-0.66821605
101	470	-0.6690508
312	63	-0.6724515
637	127	-0.6731267
730	220	-0.67858016
741	230	-0.6805384
801	60	-0.681856
670	54	-0.68354964
234	521	-0.68453854
568	65	-0.68856263
716	207	-0.69288814
545	40	-0.69445854
87	577	-0.69562995
797	280	-0.6977428
926	286	-0.69945896
34	244	-0.7017118
288	220	-0.70219094
267	360	-0.70355463
738	120	-0.70362127
248	468	-0.70502394
65	554	-0.7061511
886	360	-0.7065756
286	181	-0.7088187
758	136	-0.70955086
285	262	-0.7101966
774	261	-0.71030015
831	307	-0.7149134
725	109	-0.7152163
794	161	-0.71538615
546	48	-0.7176837
71	634	-0.7191299
694	71	-0.72106755
835	98	-0.72435004
36	207	-0.72871584
752	240	-0.73051393
882	133	-0.7333349
647	142	-0.7335168
277	289	-0.73371595
878	348	-0.734751
913	383	-0.7352015
770	149	-0.7369497
30	265	-0.7384436
684	173	-0.7398658
864	235	-0.74275553
35	217	-0.74316657
549	44	-0.7454681
768	137	-0.7483424
80	582	-0.7485428
920	275	-0.7498695
33	240	-0.75057256
288	243	-0.7514061
621	120	-0.7518766
905	376	-0.7540938
264	372	-0.75496495
756	244	-0.75501716
784	152	-0.7553556
835	90	-0.755859
744	125	-0.76055443
824	86	-0.7606518
284	185	-0.7606573
785	56	-0.7618967
710	199	-0.7627976
306	113	-0.7631042
594	90	-0.7639872
281	288	-0.7644334
104	461	-0.76480687
709	90	-0.7653396
270	334	-0.76740575
690	68	-0.7674328
808	183	-0.7688384
75	501	-0.76967466
878	130	-0.77213544
763	29	-0.77225566
706	197	-0.7735692
292	216	-0.7759516
887	254	-0.7761642
82	570	-0.7772862
633	123	-0.7773701
737	227	-0.7777216
31	257	-0.7790965
656	152	-0.77918303
665	154	-0.781209
838	204	-0.7813966
72	644	-0.7819814
770	38	-0.7837826
650	30	-0.78430104
883	137	-0.7867377
64	559	-0.78940886
836	313	-0.78941
745	232	-0.7895531
899	262	-0.791427
852	327	-0.7928688
284	270	-0.7948456
237	516	-0.7967508
250	456	-0.7972261
661	38	-0.797588
729	216	-0.7985358
926	389	-0.8029872
916	279	-0.8057225
850	108	-0.80589426
72	654	-0.8059336
786	264	-0.8067582
737	108	-0.8067969
760	241	-0.8084421
253	422	-0.80914515
272	330	-0.80950004
78	622	-0.8115788
275	322	-0.8123333
675	55	-0.8129179
278	295	-0.8203633
842	315	-0.82241344
701	82	-0.823907
641	134	-0.82526255
601	97	-0.8268437
36	234	-0.82704616
271	348	-0.8284603
284	234	-0.8290364
72	623	-0.82919824
75	605	-0.8312615
598	94	-0.8336132
855	222	-0.8342873
241	508	-0.8343052
847	104	-0.8348007
798	174	-0.8365346
234	526	-0.8385215
686	67	-0.84077007
32	269	-0.84080684
34	203	-0.84119767
285	177	-0.84566426
856	331	-0.8464042
815	189	-0.8503337
659	149	-0.8514983
754	132	-0.85234535
265	376	-0.85256386
98	497	-0.8530731
267	309	-0.8534796
891	250	-0.85362273
865	119	-0.85396016
83	594	-0.8546964
281	250	-0.85494936
312	68	-0.8558452
266	346	-0.85669684
815	294	-0.8594698
789	60	-0.8595104
774	252	-0.8620867
912	275	-0.8643341
764	132	-0.86671317
832	87	-0.8677918
557	57	-0.868977
238	496	-0.871161
80	610	-0.872426
271	326	-0.87454104
851	216	-0.877408
887	246	-0.8775556
69	537	-0.87790215
71	627	-0.8820167
102	465	-0.8838959
528	32	-0.88391703
311	41	-0.8840107
261	375	-0.8845515
73	615	-0.88461065
673	161	-0.886464
725	214	-0.8884994
251	451	-0.8887135
81	575	-0.88889754
857	112	-0.8891325
665	43	-0.88992995
782	53	-0.8921414
878	245	-0.8921992
277	284	-0.89329857
282	243	-0.89452523
256	430	-0.8958094
794	273	-0.8961153
801	281	-0.8981532
288	212	-0.8983232
661	155	-0.8992181
262	365	-0.8992603
930	284	-0.900386
748	118	-0.9022219
679	165	-0.9026898
230	523	-0.9028177
866	336	-0.9034276
826	307	-0.90703255
756	239	-0.90754604
688	183	-0.9086952
283	279	-0.91112506
838	317	-0.91624606
766	246	-0.917095
78	586	-0.91762877
799	164	-0.9185422
274	294	-0.9187498
41	156	-0.919261
28	295	-0.9229127
721	105	-0.9240408
647	27	-0.9253776
701	196	-0.9260545
620	112	-0.92611384
273	288	-0.9277216
73	658	-0.9288902
679	173	-0.9298258
881	241	-0.93037796
271	321	-0.9323561
270	295	-0.9355482
279	206	-0.9357619
571	69	-0.93775034
38	160	-0.9381715
698	183	-0.93991184
264	313	-0.9402057
88	529	-0.94191265
228	528	-0.9425558
846	100	-0.9433813
312	75	-0.94640064
271	312	-0.9466609
768	257	-0.9471854
864	342	-0.9481255
101	486	-0.9493754
605	99	-0.9501326
806	171	-0.95090556
637	133	-0.95193255
872	232	-0.9533156
727	99	-0.9556515
834	202	-0.95571184
838	101	-0.9576427
859	116	-0.9576782
771	249	-0.96183264
894	145	-0.965472
535	40	-0.9661076
696	78	-0.9661195
275	314	-0.9675144
539	44	-0.9702656
734	222	-0.9723495
693	75	-0.97241175
811	293	-0.9733602
849	319	-0.9739554
286	173	-0.974231
28	303	-0.97444856
241	474	-0.9752581
223	579	-0.97547793
301	149	-0.975574
67	673	-0.97595215
920	385	-0.9765998
282	254	-0.97693324
254	440	-0.9782101
221	33	-0.97873473
283	196	-0.9796865
672	50	-0.9802964
97	510	-0.98068035
789	278	-0.98164845
842	206	-0.98453176
538	32	-0.98634195
308	105	-0.986894
576	73	-0.98718774
301	141	-0.9883785
283	266	-0.9884201
92	414	-0.9904885
261	406	-0.9912673
246	443	-0.9916737
877	126	-0.9921788
258	423	-0.99350166
38	170	-0.9937347
39	152	-0.994704
68	542	-0.99493384
282	238	-0.9949827
75	506	-0.9950259
580	77	-0.99557805
258	391	-0.9961878
65	545	-0.99634385
30	273	-0.9967673
92	509	-0.9981905
276	318	-1.0004171
782	259	-1.000498
245	484	-1.0005434
71	664	-1.0041952
270	306	-1.0077819
887	356	-1.008835
36	228	-1.0090669
223	587	-1.0091387
267	341	-1.0100095
829	198	-1.0124193
69	520	-1.0131356
722	95	-1.013265
241	467	-1.0133811
64	567	-1.0133817
30	280	-1.0144304
924	398	-1.0150751
742	226	-1.0155427
522	25	-1.0158502
633	131	-1.0159001
283	208	-1.0170217
230	548	-1.0172698
36	156	-1.0187488
903	372	-1.0191761
905	262	-1.0214721
90	560	-1.0218954
263	361	-1.0221894
251	427	-1.0245254
824	190	-1.0274152
552	50	-1.028894
659	47	-1.0303968
97	471	-1.0314126
826	80	-1.0324947
823	304	-1.0329428
307	109	-1.0339843
83	564	-1.0342363
591	85	-1.0354668
874	350	-1.0379543
760	128	-1.0379848
38	165	-1.0380069
41	148	-1.038177
