x_coord	y_coord	score
606	106	0.92217946
372	125	0.91542995
62	487	0.9087988
609	102	0.8503592
65	484	0.8490838
72	475	0.83956325
612	99	0.83693075
549	310	0.8285464
376	121	0.8274007
384	109	0.8232646
512	355	0.82026637
214	315	0.8177239
515	352	0.817328
130	410	0.81518567
102	443	0.8072598
598	115	0.8034904
224	303	0.8002794
382	113	0.79943264
370	129	0.7927897
194	590	0.7882261
211	318	0.7850245
143	395	0.77778995
456	291	0.7717446
378	117	0.76959336
237	286	0.7694975
76	472	0.76579654
617	91	0.7564087
422	66	0.7563591
548	179	0.7525196
186	600	0.7446166
561	163	0.74300253
444	304	0.74116635
510	226	0.7391733
658	175	0.73839927
757	50	0.735029
138	402	0.7339418
98	447	0.7295848
233	290	0.72425544
79	468	0.7222531
133	407	0.71983075
335	558	0.71938205
552	307	0.71451104
344	160	0.71420777
525	339	0.7134143
353	538	0.71339417
70	479	0.7104076
452	295	0.7096224
54	370	0.70672107
90	457	0.70597553
191	594	0.7047609
759	46	0.70446587
198	587	0.7013134
170	620	0.70063925
580	138	0.7006185
360	141	0.70007753
437	45	0.6920489
227	300	0.6914213
543	185	0.6910062
183	603	0.6907604
522	210	0.69069564
418	69	0.6879457
602	111	0.6857916
460	285	0.6834941
430	54	0.68201554
629	78	0.6803957
168	367	0.67839324
590	126	0.6770854
620	87	0.67399824
220	308	0.670197
284	619	0.6669959
339	554	0.66661644
51	373	0.66644824
527	335	0.6664374
573	150	0.66492033
596	119	0.6641755
438	311	0.663995
144	651	0.66274536
401	354	0.6626195
126	414	0.6625637
615	95	0.6623912
200	331	0.66134083
532	199	0.65838873
46	380	0.6570195
387	370	0.6548041
146	392	0.6546333
363	526	0.6529851
341	550	0.6524117
49	505	0.6504743
513	222	0.6484215
164	371	0.6455264
444	434	0.6449263
94	453	0.6448792
439	41	0.6412693
517	348	0.64030826
448	301	0.6383598
60	491	0.6358471
665	167	0.63539016
585	134	0.63429654
435	49	0.6342535
440	180	0.6327318
377	511	0.63240504
329	564	0.63057196
362	137	0.6249466
535	195	0.62230265
362	400	0.6217233
406	349	0.6213007
552	174	0.62026453
230	297	0.6190449
464	282	0.6162722
417	337	0.61577463
431	320	0.6154007
526	205	0.61380756
508	357	0.61367345
105	439	0.61365736
497	242	0.61323106
413	341	0.613137
379	507	0.61233735
357	144	0.6119915
521	214	0.61062694
587	130	0.60997653
624	82	0.6088736
388	106	0.60797286
366	132	0.6073327
296	605	0.60600924
324	570	0.60581124
141	399	0.60552573
443	36	0.6055201
435	315	0.60223305
86	460	0.6020515
187	344	0.6014483
183	348	0.60137
448	430	0.599764
508	98	0.59925556
735	79	0.5985105
153	385	0.5962806
437	183	0.59373295
341	163	0.5934478
763	42	0.5925478
579	142	0.5923997
427	325	0.5913149
520	81	0.59107053
507	230	0.5904057
161	630	0.5902368
516	87	0.58882475
178	610	0.588802
504	364	0.5851325
82	465	0.583709
531	329	0.5825757
57	367	0.5822387
593	122	0.5793679
295	476	0.57889295
208	321	0.57772577
637	66	0.5763744
749	61	0.57486963
558	166	0.5745884
321	574	0.5744407
423	62	0.57288647
292	607	0.5727687
367	269	0.57150996
442	308	0.56995785
159	377	0.5695288
720	97	0.56791496
300	601	0.5667701
345	156	0.56538117
174	615	0.5631808
643	58	0.5624273
545	314	0.56172895
241	282	0.5611267
149	389	0.56070316
582	270	0.5571953
203	328	0.55651784
390	367	0.55491924
568	154	0.5538111
119	424	0.5537406
392	495	0.5529382
447	34	0.55123186
167	624	0.54997313
172	363	0.54942024
555	170	0.5491146
502	368	0.54775655
362	275	0.54727817
537	324	0.5454906
429	195	0.5450611
265	509	0.54498637
355	534	0.5443469
38	515	0.5416912
723	93	0.540697
507	361	0.540539
450	426	0.53956497
657	179	0.5390214
384	374	0.537503
529	202	0.5373738
566	290	0.53703785
244	279	0.5362699
349	543	0.53520334
49	377	0.5335487
639	62	0.53337574
468	276	0.53205776
398	93	0.5305145
51	501	0.5304711
557	302	0.52938855
767	35	0.5268295
123	418	0.52633524
92	326	0.52447414
396	97	0.52433383
217	312	0.52296865
681	147	0.5226989
45	508	0.5226091
351	150	0.5217453
662	171	0.51956177
457	418	0.51513696
365	396	0.5149493
43	383	0.51028574
147	648	0.50829077
397	359	0.50789416
209	573	0.50777745
354	147	0.5071316
568	286	0.5067346
540	190	0.50655377
574	146	0.50631607
158	634	0.5037558
306	71	0.50340366
266	251	0.49982443
204	324	0.4993318
226	554	0.49889037
202	582	0.4985228
163	626	0.49690387
345	546	0.49649838
359	532	0.4964156
371	265	0.49570736
685	141	0.49559405
511	93	0.4954547
455	422	0.49460617
333	562	0.49363568
256	650	0.4934661
646	191	0.492601
495	246	0.49237326
299	471	0.49153993
505	101	0.49077842
281	492	0.48889497
521	345	0.4876053
290	611	0.4871461
436	187	0.4840037
543	318	0.48375228
564	160	0.48221794
717	101	0.48200366
647	54	0.48084268
41	512	0.48063102
414	73	0.4796771
503	234	0.47967353
673	157	0.47912464
262	643	0.47681567
547	183	0.47670415
410	344	0.47662887
366	523	0.47623655
157	381	0.47555754
199	460	0.47539654
475	268	0.47449562
291	480	0.47399774
385	500	0.4695985
286	615	0.46949384
669	163	0.46924654
427	57	0.4690111
648	187	0.4688929
752	56	0.4687064
443	177	0.46779308
281	622	0.46742555
182	607	0.46637323
635	70	0.4660112
271	503	0.46540728
392	100	0.46368137
328	568	0.4627566
350	154	0.46103898
71	349	0.4601802
309	68	0.45973822
370	391	0.45932636
561	296	0.4578018
764	38	0.45753857
603	244	0.4572346
702	120	0.45700166
310	588	0.4564747
191	341	0.45353726
437	442	0.4508656
731	84	0.4486985
472	402	0.4476951
697	127	0.44501194
535	328	0.44148156
268	506	0.43980315
108	436	0.4396282
197	335	0.43924978
373	515	0.4385195
258	646	0.43575808
307	463	0.4352577
631	74	0.4315907
374	387	0.43009427
579	274	0.4295332
232	547	0.42813507
572	282	0.42782947
285	487	0.42779717
476	397	0.42675796
677	151	0.4266667
144	524	0.42641917
155	637	0.4259806
643	195	0.42555454
203	455	0.42525885
354	285	0.42481485
248	275	0.42413893
285	98	0.42167535
382	503	0.42075506
522	77	0.4200025
212	570	0.41810486
64	620	0.4179888
411	78	0.4170108
424	329	0.41694883
280	104	0.41599837
612	233	0.41432753
66	480	0.414283
389	498	0.41418263
773	30	0.41378042
727	89	0.41274062
459	414	0.41162792
420	461	0.4099007
96	322	0.40987048
441	438	0.40911987
606	240	0.40672514
405	353	0.40671542
267	638	0.40361568
483	258	0.4032226
270	247	0.4029157
264	256	0.4019104
356	407	0.4011449
287	360	0.4004539
304	597	0.39949432
363	271	0.39862457
431	191	0.39833435
69	483	0.3945329
615	229	0.39438114
253	653	0.39391068
244	534	0.3936853
497	371	0.3919584
60	364	0.39118186
427	199	0.39064398
238	540	0.3900688
472	272	0.38997993
303	467	0.38924876
420	333	0.38825384
424	455	0.38620946
540	321	0.38550118
206	577	0.38381943
98	318	0.3831329
281	235	0.38202205
74	346	0.38102028
374	262	0.3807796
68	614	0.37757894
359	404	0.37214175
181	352	0.37200537
400	89	0.37173232
588	262	0.37171212
187	596	0.3708245
516	218	0.37036553
403	86	0.36816612
709	113	0.36799058
270	117	0.36793754
271	634	0.3663635
151	257	0.36578402
137	406	0.36373958
139	530	0.36289492
156	252	0.36238185
747	65	0.36212447
57	494	0.3618227
406	82	0.35920373
501	238	0.35748807
359	279	0.356971
739	75	0.35672972
478	264	0.35641554
86	334	0.35406783
574	278	0.35149762
318	580	0.3500835
583	266	0.34920642
175	360	0.34852675
39	387	0.34718558
288	483	0.34376553
377	384	0.33963558
67	353	0.33834645
222	558	0.3361247
273	499	0.33495513
385	249	0.33478186
102	314	0.3346263
90	330	0.3317398
115	428	0.3296459
104	310	0.32709143
620	222	0.3248001
494	376	0.32317314
649	50	0.3212392
191	470	0.3209013
446	173	0.32057896
193	337	0.31887403
756	54	0.3180311
286	94	0.3177674
490	380	0.31712255
350	290	0.3158283
380	377	0.3111708
463	412	0.3100249
417	464	0.30915102
257	263	0.3070818
151	642	0.30130395
236	544	0.30030498
149	261	0.29834113
379	256	0.29763797
33	520	0.2975044
278	625	0.2974232
163	375	0.29493925
243	411	0.29447833
229	550	0.29414263
562	292	0.29395583
114	559	0.29323772
596	254	0.29271898
531	334	0.29079893
516	82	0.29049882
370	518	0.2903917
491	248	0.29024938
431	50	0.28980163
544	180	0.2894834
515	91	0.28888044
689	139	0.28812602
314	584	0.28719673
468	406	0.28671727
609	237	0.2866132
299	348	0.28605518
394	491	0.28598365
711	109	0.2859603
82	338	0.28549972
600	247	0.28503588
382	252	0.2842318
592	258	0.28144333
743	67	0.2778786
394	363	0.27698013
495	113	0.27673194
260	259	0.27664378
140	526	0.27580014
252	271	0.27472457
234	294	0.2731636
457	161	0.27315077
30	523	0.27113983
275	629	0.27070406
423	204	0.27019873
278	495	0.2698531
253	267	0.26984522
700	124	0.26974782
450	31	0.2694635
435	446	0.26588443
715	105	0.2633398
503	105	0.26303002
308	592	0.26143488
299	82	0.25929305
108	306	0.2589939
146	520	0.25545523
272	113	0.25518003
349	416	0.25509974
304	76	0.25391206
427	452	0.25340113
241	415	0.2523763
263	639	0.25160643
334	432	0.25040612
242	538	0.24505982
277	107	0.24473378
388	245	0.24360594
387	112	0.24272195
248	407	0.24063477
111	433	0.2403523
237	291	0.24028292
279	239	0.23963258
771	34	0.23813716
640	199	0.23469922
303	344	0.23254696
653	183	0.23167554
77	343	0.2303122
284	364	0.22696802
741	71	0.22623453
146	264	0.2196261
179	356	0.21827075
465	151	0.21627757
312	457	0.21548572
382	118	0.2151058
252	403	0.21438715
521	340	0.21236238
337	428	0.21195695
616	225	0.21105888
195	464	0.20996574
55	498	0.20808479
753	51	0.20757803
402	350	0.2027404
553	303	0.20091149
539	194	0.19957963
71	611	0.19867054
126	287	0.1984981
418	64	0.1954799
511	351	0.19446322
94	448	0.19264838
353	410	0.19189927
66	488	0.19089636
136	533	0.18912122
225	307	0.18697843
118	555	0.18606254
66	357	0.18486121
293	90	0.18123081
295	86	0.17950019
45	376	0.17755148
276	111	0.17746946
482	262	0.17631015
481	392	0.17590979
449	170	0.17528674
498	110	0.17502347
677	156	0.16966644
237	416	0.16919252
461	289	0.16806707
312	65	0.16642752
159	249	0.16592845
274	243	0.1651515
306	340	0.16396657
295	354	0.16384092
556	306	0.16290465
464	277	0.1627799
453	166	0.15995201
120	293	0.15846631
410	472	0.15815493
36	391	0.15651742
253	525	0.15612766
63	361	0.15573528
625	77	0.15491304
226	430	0.15102836
581	133	0.15035877
659	39	0.14867356
215	567	0.14793119
602	116	0.14343372
532	325	0.14231554
695	131	0.1419293
134	403	0.14164385
706	117	0.13804397
187	474	0.137207
448	296	0.13599482
342	298	0.13575527
207	454	0.1345056
358	283	0.13430384
486	384	0.13235983
229	293	0.1305311
638	203	0.13041136
661	35	0.128881
29	527	0.12841263
251	657	0.12751558
512	88	0.123643905
259	395	0.122415096
140	652	0.11996934
131	414	0.119758934
402	358	0.11813435
