x_coord	y_coord	score
727	630	0.18757454
715	592	0.16408429
725	622	0.078033775
728	634	0.0778006
716	596	0.067980915
669	464	0.06269726
700	549	0.033690304
710	580	0.009555757
711	584	0.0064353347
723	618	0.004237622
726	626	0.002219975
731	643	0.001840204
675	478	0.0010920465
713	588	-0.017557025
563	200	-0.018796235
671	468	-0.025689483
719	604	-0.028787524
658	437	-0.03439468
718	600	-0.03858328
769	498	-0.043999493
606	305	-0.04705417
668	460	-0.06568599
727	386	-0.06762141
701	553	-0.07280782
656	433	-0.07640779
676	483	-0.08091357
659	441	-0.085312605
722	609	-0.08615646
730	639	-0.08940402
632	368	-0.10717884
655	426	-0.117877156
693	533	-0.12052354
698	545	-0.124765664
662	450	-0.13170603
724	614	-0.15062422
599	286	-0.15104926
661	445	-0.15281543
626	352	-0.15289003
652	422	-0.15640241
672	472	-0.15881434
770	502	-0.17422834
604	299	-0.1789699
519	87	-0.18741883
608	311	-0.18881974
674	253	-0.19167434
667	455	-0.19668007
767	494	-0.19727065
515	79	-0.19865105
722	376	-0.20120922
709	576	-0.20589541
566	205	-0.21213692
571	216	-0.21476853
671	476	-0.2194039
702	557	-0.22065376
514	75	-0.22195129
524	100	-0.22315106
689	519	-0.22443695
677	488	-0.22736736
696	541	-0.22881079
517	83	-0.2344084
623	349	-0.23988327
562	196	-0.24042875
694	537	-0.24058756
729	392	-0.2444629
676	259	-0.24747077
595	280	-0.25122243
650	418	-0.25481278
633	372	-0.26450348
492	223	-0.27618992
691	529	-0.28583208
572	221	-0.2921287
690	523	-0.29532194
673	249	-0.30111337
629	357	-0.30997586
648	414	-0.31015477
622	344	-0.3190071
704	565	-0.31909323
631	364	-0.32347757
601	290	-0.34869692
679	492	-0.36015767
614	325	-0.36258158
617	336	-0.36343512
705	561	-0.36655346
720	613	-0.3697988
620	119	-0.37081552
737	655	-0.37501252
624	131	-0.37556574
706	572	-0.3771386
625	135	-0.3774179
735	650	-0.38026714
732	647	-0.38524503
741	426	-0.38669255
615	329	-0.3899675
718	608	-0.394854
772	506	-0.3962076
689	514	-0.39621943
764	487	-0.39817455
808	608	-0.40116656
523	96	-0.4013348
635	159	-0.40791804
591	272	-0.4103658
646	410	-0.41089126
637	380	-0.41872126
522	92	-0.42491558
611	314	-0.42787045
725	380	-0.4323237
602	295	-0.43490148
513	71	-0.43902415
594	276	-0.44337687
735	644	-0.44725963
653	430	-0.4478634
649	191	-0.44819564
596	488	-0.44912088
559	192	-0.45628628
599	281	-0.45812935
622	123	-0.45865902
643	177	-0.46317118
613	319	-0.4667746
590	268	-0.47084144
621	340	-0.47422394
570	212	-0.47539887
609	95	-0.4762821
494	227	-0.4814862
625	356	-0.48661232
762	483	-0.48771483
721	372	-0.48884124
589	261	-0.49335587
799	585	-0.5003132
614	103	-0.5034756
714	581	-0.5154942
658	429	-0.5202634
680	269	-0.5203836
685	507	-0.5205785
637	163	-0.52187026
491	219	-0.52236015
623	127	-0.52357674
501	241	-0.5252935
670	243	-0.5279963
701	562	-0.52813864
698	536	-0.5309675
628	139	-0.53206974
743	430	-0.5322573
488	208	-0.5346451
681	498	-0.5349545
634	376	-0.5353023
525	104	-0.53955317
639	171	-0.54187536
668	471	-0.54693097
672	481	-0.5478412
608	301	-0.55220175
490	215	-0.5523344
646	405	-0.55255526
663	454	-0.555005
704	327	-0.5575203
572	226	-0.55886793
712	595	-0.56426793
639	384	-0.5652816
723	605	-0.56545764
681	278	-0.56726116
807	603	-0.56754416
571	421	-0.56837416
638	167	-0.57401633
558	186	-0.57437366
723	631	-0.576051
487	204	-0.57796705
647	187	-0.5782406
579	235	-0.5788903
632	152	-0.57997704
719	593	-0.58484447
734	640	-0.5875906
576	231	-0.5932022
665	463	-0.59562206
677	263	-0.5979105
666	451	-0.59918666
610	307	-0.60011613
788	551	-0.6078893
628	361	-0.6098065
677	496	-0.6131757
707	568	-0.6134065
654	417	-0.6168765
627	348	-0.61696255
787	547	-0.6218268
712	352	-0.6244547
502	246	-0.62662077
810	614	-0.63121295
706	334	-0.63334554
567	209	-0.6337352
694	526	-0.6369703
693	520	-0.6402963
588	257	-0.6411219
651	195	-0.6475694
730	396	-0.6492105
498	232	-0.6506722
727	617	-0.65350723
737	417	-0.6573539
535	328	-0.65745723
714	356	-0.66102356
715	603	-0.6616681
632	360	-0.6623846
518	76	-0.6641048
676	474	-0.66473913
631	146	-0.6674715
645	183	-0.6676399
669	239	-0.6681011
491	211	-0.67509013
614	333	-0.68555784
595	271	-0.6897085
499	237	-0.69060105
665	447	-0.6982279
703	322	-0.6991006
610	99	-0.69912124
658	448	-0.7007332
686	511	-0.70137763
598	492	-0.70343435
616	111	-0.7041476
774	515	-0.70734876
656	421	-0.70745766
510	74	-0.7108272
710	343	-0.7110123
595	285	-0.71346056
537	333	-0.71419346
598	277	-0.7150601
666	467	-0.717325
731	631	-0.7188293
716	585	-0.7234522
718	589	-0.7260559
732	635	-0.7263124
726	638	-0.7345512
484	201	-0.73664933
745	434	-0.73725915
735	409	-0.7373133
672	461	-0.7414045
556	180	-0.7429811
768	490	-0.7433065
681	506	-0.74670434
593	482	-0.74765193
712	347	-0.74792576
686	522	-0.7480557
738	659	-0.753453
568	416	-0.7549917
640	388	-0.75679255
710	571	-0.75825775
576	225	-0.75837326
713	599	-0.7589117
709	339	-0.7632166
654	648	-0.7635886
