#micrograph: ../Source/micrographs/Microtubules_00007.mrc
#particle length: 300
#particle width: 300
#helix: (4401.5, 432.4999999999999),(5913.5, 1494.5),300
4524.24733027	518.71538674
4548.79679633	535.958464088
4573.34626238	553.201541436
4597.89572844	570.444618784
4622.44519449	587.687696132
4646.99466055	604.93077348
4671.5441266	622.173850828
4696.09359266	639.416928176
4720.64305871	656.660005524
4745.19252477	673.903082871
4769.74199082	691.146160219
4794.29145688	708.389237567
4818.84092293	725.632314915
4843.39038899	742.875392263
4867.93985504	760.118469611
4892.48932109	777.361546959
4917.03878715	794.604624307
4941.5882532	811.847701655
4966.13771926	829.090779003
4990.68718531	846.333856351
5015.23665137	863.576933699
5039.78611742	880.820011047
5064.33558348	898.063088395
5088.88504953	915.306165743
5113.43451559	932.549243091
5137.98398164	949.792320439
5162.5334477	967.035397787
5187.08291375	984.278475135
5211.63237981	1001.52155248
5236.18184586	1018.76462983
5260.73131192	1036.00770718
5285.28077797	1053.25078453
5309.83024402	1070.49386187
5334.37971008	1087.73693922
5358.92917613	1104.98001657
5383.47864219	1122.22309392
5408.02810824	1139.46617127
5432.5775743	1156.70924861
5457.12704035	1173.95232596
5481.67650641	1191.19540331
5506.22597246	1208.43848066
5530.77543852	1225.68155801
5555.32490457	1242.92463535
5579.87437063	1260.1677127
5604.42383668	1277.41079005
5628.97330274	1294.6538674
5653.52276879	1311.89694475
5678.07223485	1329.14002209
5702.6217009	1346.38309944
5727.17116696	1363.62617679
5751.72063301	1380.86925414
5776.27009906	1398.11233149
5800.81956512	1415.35540883
#helix: (4608.5, 3942.5),(5634.5, 2988.5),300
4718.35035891	3840.3584382
4740.3204307	3819.93012584
4762.29050248	3799.50181348
4784.26057426	3779.07350112
4806.23064605	3758.64518876
4828.20071783	3738.21687641
4850.17078961	3717.78856405
4872.14086139	3697.36025169
4894.11093318	3676.93193933
4916.08100496	3656.50362697
4938.05107674	3636.07531461
4960.02114853	3615.64700225
4981.99122031	3595.21868989
5003.96129209	3574.79037753
5025.93136387	3554.36206517
5047.90143566	3533.93375281
5069.87150744	3513.50544045
5091.84157922	3493.07712809
5113.81165101	3472.64881573
5135.78172279	3452.22050337
5157.75179457	3431.79219101
5179.72186635	3411.36387865
